index,carat,depth,table,x,y,z,price,cutne,colorne,clarityne
32124,0.31,61.4,56.0,4.36,4.37,2.68,625,2,3,4
32125,1.23,63.8,57.4,6.72,6.78,4.31,5412,1,4,3
32126,0.37,61.6,55.0,4.65,4.67,2.87,747,2,2,2
32127,0.32,60.0,59.0,4.45,4.42,2.66,684,3,2,2
32128,0.71,61.6,56.0,5.71,5.75,3.53,2965,2,5,4
32129,0.7,61.9,57.0,5.69,5.74,3.54,2553,2,1,5
32130,0.45,60.1,59.0,4.96,4.92,3.02,830,3,5,3
32131,0.9,63.2,56.0,6.16,6.09,3.87,4158,4,2,2
32132,0.77,62.5,60.0,5.84,5.8,3.64,2171,3,1,3
32133,0.43,61.6,59.0,4.8,4.84,2.97,681,4,2,3
32134,1.12,60.4,56.0,6.82,6.78,4.11,10236,2,2,7
32135,0.71,63.7,56.0,5.62,5.65,3.59,1972,4,4,3
32136,1.13,60.1,60.0,6.73,6.77,4.06,4959,4,4,2
32137,0.32,63.0,58.0,4.32,4.38,2.74,589,4,5,6
32138,0.41,60.6,57.0,4.79,4.84,2.92,1007,2,2,4
32139,1.07,59.8,60.0,6.7,6.65,3.99,4278,3,3,3
32140,0.54,60.5,55.0,5.28,5.24,3.18,2090,3,3,7
32141,0.7,62.9,61.0,5.65,5.57,3.53,3175,3,1,4
32142,0.81,62.3,57.0,5.95,5.99,3.72,3404,2,1,2
32143,0.4,62.5,57.0,4.7,4.74,2.95,707,2,1,2
32144,0.4,62.7,55.0,4.69,4.72,2.95,1250,4,1,4
32145,1.25,61.8,57.0,6.9,6.95,4.28,13623,2,2,7
32146,1.14,60.3,58.0,6.79,6.71,4.07,4972,3,0,3
32147,0.38,63.5,57.0,4.6,4.63,2.93,752,4,5,6
32148,1.41,60.7,56.0,7.31,7.22,1.41,9752,2,4,4
32149,0.57,59.5,57.0,5.46,5.42,3.24,1019,2,3,0
32150,1.01,63.1,58.0,6.38,6.33,4.01,3563,4,5,2
32151,0.25,62.9,59.0,4.02,3.99,2.52,740,3,1,6
32152,0.84,60.7,56.0,6.17,6.12,3.73,2376,2,6,5
32153,0.53,61.6,59.0,5.2,5.16,3.19,1753,3,0,2
32154,1.51,59.9,61.0,7.34,7.39,4.41,10129,1,4,4
32155,1.13,62.3,59.0,6.68,6.65,4.15,4294,3,4,3
32156,0.54,60.2,62.0,5.31,5.25,3.18,1720,3,0,2
32157,0.71,60.6,59.0,5.78,5.74,3.49,2147,3,3,3
32158,1.05,60.3,61.0,6.62,6.57,3.98,5400,3,1,3
32159,1.09,61.4,57.0,6.66,6.6,4.07,5149,2,4,2
32160,0.9,61.4,60.0,6.06,6.12,3.74,3730,1,4,2
32161,0.71,62.2,59.0,5.68,5.64,3.52,2352,3,4,5
32162,0.5,57.7,60.0,5.28,5.26,3.04,963,1,6,5
32163,2.01,62.3,58.0,8.03,8.01,5.0,15955,2,2,3
32164,0.7,62.1,56.0,5.67,5.71,3.53,2575,2,0,3
32165,1.0,62.9,64.0,6.27,6.23,3.93,3920,1,5,2
32166,2.13,62.1,55.0,8.23,8.29,5.13,15258,2,6,5
32167,0.31,63.1,55.0,4.28,4.34,2.72,516,1,2,2
32168,0.36,62.1,57.0,4.54,4.58,2.83,568,2,5,4
32169,0.7,60.5,57.0,5.74,5.79,3.49,2460,2,3,2
32170,0.33,62.8,59.0,4.38,4.44,2.77,521,4,4,5
32171,1.02,62.1,57.0,6.46,6.43,4.0,3936,2,6,7
32172,0.41,62.2,58.0,4.82,4.76,2.98,1056,3,3,7
32173,1.9,62.9,61.0,7.78,7.73,4.88,12812,3,2,3
32174,1.2,61.1,58.0,6.82,6.86,4.18,8232,4,2,5
32175,1.63,60.5,59.0,7.66,7.62,4.62,14022,2,1,2
32176,1.56,61.3,56.0,7.48,7.5,4.59,14237,2,3,5
32177,1.1,62.3,55.0,6.64,6.6,4.12,5864,2,5,4
32178,0.38,62.3,54.0,4.64,4.7,2.91,1096,2,2,6
32179,0.32,61.6,60.0,4.4,4.37,2.7,936,3,3,7
32180,1.4,61.2,56.0,7.18,7.23,4.41,7084,2,4,3
32181,0.38,62.6,54.0,4.62,4.65,2.9,766,2,5,7
32182,0.35,61.6,56.0,4.58,4.54,2.81,709,2,5,4
32183,0.81,62.3,58.0,5.95,5.96,3.71,2951,2,4,2
32184,1.26,60.6,60.0,6.97,7.0,4.23,6546,4,4,2
32185,0.72,62.0,54.9,5.75,5.78,3.57,4094,2,1,7
32186,0.7,58.0,62.0,5.78,5.87,3.38,2749,1,0,5
32187,0.53,62.4,59.0,5.18,5.14,3.22,1877,3,0,5
32188,1.52,61.2,59.0,7.39,7.36,4.51,8366,3,6,4
32189,0.57,61.8,55.0,5.33,5.35,3.3,2039,2,2,4
32190,1.32,61.4,54.0,7.09,7.13,4.37,9715,2,3,4
32191,0.41,62.7,55.0,4.8,4.77,3.0,923,3,3,2
32192,1.51,65.6,61.0,7.16,7.0,4.66,3765,0,4,0
32193,0.3,62.4,58.0,4.25,4.28,2.66,737,4,2,7
32194,0.52,61.9,58.0,5.14,5.17,3.19,1232,2,5,5
32195,0.32,61.2,55.0,4.41,4.45,2.71,523,2,4,5
32196,1.01,61.7,58.0,6.48,6.42,3.98,6533,3,2,5
32197,1.35,63.1,56.0,6.95,7.03,4.41,8644,4,4,7
32198,1.01,59.2,59.0,6.52,6.62,3.89,3792,4,5,3
32199,1.26,60.1,61.0,7.04,6.97,4.21,8113,3,3,5
32200,1.31,63.0,57.0,6.96,6.91,4.37,5869,3,5,2
32201,0.39,60.2,61.0,4.74,4.79,2.87,696,4,5,5
32202,0.31,61.2,56.0,4.38,4.34,2.67,1046,2,3,6
32203,2.01,64.1,59.0,7.91,7.85,5.05,18474,1,4,5
32204,0.3,62.2,60.0,4.22,4.27,2.64,605,3,2,5
32205,0.54,59.9,63.0,5.25,5.3,3.16,1601,1,1,2
32206,1.52,63.3,61.0,7.27,7.23,4.59,8938,4,5,5
32207,0.41,61.3,59.0,4.73,4.79,2.92,1295,3,2,6
32208,0.5,63.1,61.0,5.06,4.98,3.17,1043,1,2,2
32209,0.8,63.3,59.0,5.82,5.87,3.7,3365,1,1,5
32210,0.32,62.3,58.0,4.42,4.37,2.74,540,3,3,3
32211,0.93,60.8,59.0,6.27,6.24,3.8,4448,3,0,2
32212,0.32,61.4,60.0,4.38,4.42,2.7,645,3,2,5
32213,0.4,62.6,56.0,4.67,4.72,2.94,1053,4,1,4
32214,1.01,62.3,59.0,6.37,6.44,3.99,6073,4,2,5
32215,1.2,61.4,60.0,6.85,6.79,4.19,5947,3,0,3
32216,1.64,62.6,59.0,7.45,7.51,4.68,7739,4,6,2
32217,0.3,63.5,54.0,4.25,4.28,2.71,526,1,3,5
32218,2.02,64.3,56.0,7.85,7.99,5.09,13286,1,5,2
32219,1.29,61.2,57.0,7.01,7.05,4.3,8887,2,4,4
32220,1.0,62.5,59.0,6.31,6.37,3.96,4308,4,1,3
32221,2.03,65.4,58.0,7.91,7.88,5.16,14646,0,4,2
32222,0.24,61.8,58.0,3.95,3.98,2.45,478,4,2,6
32223,0.37,59.3,60.0,4.71,4.67,2.78,833,3,3,5
32224,0.91,62.6,56.0,6.27,6.3,3.81,3991,2,3,2
32225,2.0,62.0,57.0,8.1,8.03,5.0,17871,2,2,3
32226,0.71,59.7,59.0,5.82,5.8,3.47,2863,3,0,2
32227,0.73,61.7,58.0,5.75,5.72,3.54,2468,3,4,4
32228,0.35,62.1,56.0,4.53,4.52,2.81,984,2,1,5
32229,0.71,62.1,58.0,5.67,5.7,3.53,2777,3,2,5
32230,0.6,61.9,56.0,5.41,5.45,3.36,2094,4,3,4
32231,1.11,61.6,57.0,6.7,6.74,4.14,9507,2,3,7
32232,0.74,62.3,60.0,5.78,5.8,3.61,2491,4,5,4
32233,2.05,61.9,57.0,8.1,8.16,5.03,18787,2,3,2
32234,0.9,58.5,63.0,6.21,6.3,3.66,4469,1,0,2
32235,1.01,64.1,60.0,6.27,6.3,4.03,4821,1,0,2
32236,0.7,61.0,56.0,5.78,5.72,3.51,2376,2,1,3
32237,0.7,61.1,58.0,5.73,5.69,3.49,2383,3,4,2
32238,0.32,61.5,56.0,4.41,4.44,2.72,715,2,0,2
32239,0.32,61.0,59.0,4.43,4.39,2.69,828,3,3,4
32240,0.3,62.3,58.0,4.32,4.28,2.68,506,3,2,3
32241,0.9,65.9,60.0,5.99,5.96,3.94,3500,0,4,4
32242,1.02,61.4,59.0,6.48,6.42,3.96,6238,3,2,4
32243,0.51,60.1,60.0,5.17,5.15,3.1,1687,3,0,2
32244,1.07,60.4,58.0,6.61,6.66,4.01,6441,4,1,5
32245,0.51,63.4,55.0,5.06,5.03,3.2,1443,4,3,5
32246,0.3,61.4,55.0,4.33,4.36,2.67,949,2,1,7
32247,0.41,63.0,56.0,4.8,4.75,3.01,920,2,0,2
32248,1.54,61.8,59.0,7.32,7.37,4.54,11107,3,3,2
32249,0.43,62.3,58.0,4.81,4.75,2.98,1113,3,4,4
32250,0.73,60.2,55.0,5.85,5.9,3.54,3389,2,3,5
32251,0.32,63.0,56.0,4.38,4.35,2.75,612,2,3,2
32252,0.77,63.9,59.0,5.84,5.78,3.71,2550,1,3,3
32253,0.4,62.3,54.0,4.75,4.78,2.97,1168,2,2,6
32254,1.03,63.9,59.0,6.33,6.39,4.07,4769,4,3,3
32255,0.31,60.9,60.0,4.38,4.35,2.66,558,3,1,3
32256,0.7,60.6,58.0,5.78,5.73,3.49,2442,3,1,3
32257,0.9,63.1,57.0,6.11,6.18,3.88,3267,1,2,3
32258,0.31,62.4,53.0,4.35,4.33,2.71,732,2,0,2
32259,0.33,61.7,55.0,4.48,4.5,2.77,1007,2,0,4
32260,0.32,62.6,54.0,4.37,4.39,2.74,672,4,3,7
32261,1.5,64.0,56.0,7.17,7.23,4.61,10730,4,0,3
32262,0.41,62.6,59.0,4.72,4.77,2.97,719,3,3,2
32263,0.36,60.3,60.0,4.64,4.58,2.78,729,3,5,4
32264,1.41,60.8,57.0,7.28,7.23,4.41,17216,3,0,7
32265,0.55,61.9,56.0,5.25,5.29,3.26,2374,2,1,7
32266,1.0,62.8,62.0,6.28,6.33,3.96,6386,4,3,5
32267,1.06,63.1,59.0,6.45,6.48,4.08,6212,1,3,5
32268,1.0,63.1,68.0,6.32,6.17,3.94,4892,0,3,4
32269,1.31,61.9,56.0,7.05,7.08,4.37,8922,2,3,5
32270,0.51,62.0,55.0,5.12,5.14,3.18,1343,2,1,2
32271,0.9,63.4,59.0,6.14,6.1,3.88,3830,4,6,2
32272,0.52,61.7,56.0,5.18,5.22,3.21,1266,2,3,2
32273,1.02,63.7,57.0,6.24,6.31,4.0,5943,1,3,5
32274,1.5,60.6,62.0,7.22,7.24,4.38,5313,1,2,0
32275,1.23,63.7,59.0,6.76,6.71,4.29,5490,1,4,2
32276,0.35,60.4,60.0,4.55,4.52,2.74,984,3,1,5
32277,1.7,62.3,58.1,7.57,7.66,4.74,12311,4,5,4
32278,0.31,61.6,55.0,4.37,4.4,2.7,596,2,3,4
32279,0.41,60.7,55.0,4.83,4.86,2.94,1163,2,4,5
32280,0.3,62.5,56.0,4.28,4.3,2.68,742,4,1,7
32281,1.0,62.4,63.0,6.44,6.35,3.99,3276,4,5,3
32282,2.01,61.9,57.0,8.09,8.06,5.0,14040,2,4,3
32283,1.01,62.6,60.0,6.37,6.35,3.98,4497,3,2,3
32284,0.9,60.4,59.0,6.27,6.24,3.78,4246,3,4,5
32285,0.57,61.6,54.0,5.35,5.4,3.31,1258,2,5,5
32286,1.01,61.8,59.0,6.38,6.33,3.93,5204,3,4,2
32287,0.37,63.3,56.0,4.58,4.61,2.91,818,1,1,4
32288,1.24,61.4,57.0,6.92,6.88,4.24,5683,2,4,5
32289,1.03,61.3,61.0,6.53,6.46,3.98,5906,3,1,5
32290,0.34,62.1,55.0,4.49,4.47,2.78,956,2,1,5
32291,0.51,61.7,56.0,5.12,5.16,3.17,2797,2,0,6
32292,0.4,59.9,60.0,4.77,4.75,2.85,990,3,0,2
32293,0.31,63.0,57.0,4.35,4.32,2.73,523,3,3,3
32294,0.47,62.1,53.0,4.99,5.02,3.11,884,2,5,5
32295,0.92,62.2,56.0,6.23,6.27,3.89,4561,2,0,2
32296,1.03,59.5,60.0,6.6,6.54,3.91,5791,3,3,2
32297,0.7,61.0,58.0,5.67,5.7,3.47,2107,4,4,2
32298,1.51,63.1,56.0,7.26,7.32,4.6,8223,4,5,5
32299,0.9,61.9,58.0,6.14,6.18,3.81,3989,1,4,5
32300,0.9,63.4,60.0,6.02,6.07,3.83,3401,1,1,3
32301,0.3,60.6,60.0,4.36,4.39,2.65,605,3,2,5
32302,0.58,61.8,55.0,5.35,5.39,3.32,2082,4,1,4
32303,2.0,62.9,56.0,7.94,8.01,5.02,17534,2,2,3
32304,1.06,61.4,56.0,6.55,6.58,4.03,7589,2,3,4
32305,1.0,58.9,60.0,6.6,6.55,3.87,2841,3,2,0
32306,0.92,62.2,56.0,6.2,6.24,3.87,4011,2,1,3
32307,2.0,62.3,56.0,8.04,7.94,4.98,12210,2,1,3
32308,2.3,62.6,57.0,8.4,8.35,5.25,14215,2,4,3
32309,1.0,65.0,58.0,6.21,6.16,4.02,5376,0,1,5
32310,1.28,62.4,56.0,6.97,6.89,4.34,4588,3,4,3
32311,1.41,61.3,58.0,7.29,7.25,4.46,11269,3,1,5
32312,0.7,63.6,58.0,5.67,5.62,3.59,3175,1,1,4
32313,1.0,61.8,57.0,6.39,6.43,3.96,4743,2,1,3
32314,0.37,61.0,56.0,4.61,4.68,2.84,608,2,3,2
32315,1.52,61.6,56.0,7.47,7.39,4.58,10487,3,0,3
32316,0.3,61.4,60.0,4.3,4.33,2.65,605,3,3,4
32317,1.01,62.5,58.0,6.39,6.42,4.0,4899,3,2,2
32318,0.7,62.4,59.0,5.63,5.66,3.52,3208,4,3,6
32319,1.04,59.7,56.0,6.6,6.54,3.92,3669,2,5,2
32320,1.1,61.6,56.0,6.66,6.63,4.09,5359,2,1,3
32321,0.53,61.7,55.0,5.2,5.24,3.22,1243,2,0,3
32322,0.32,61.6,61.0,4.4,4.36,2.7,540,3,5,2
32323,0.5,61.9,56.0,5.09,5.12,3.16,2003,4,2,7
32324,1.3,60.5,58.0,7.05,7.11,4.28,13725,4,1,7
32325,2.1,64.7,61.0,7.97,7.92,5.14,15827,0,2,3
32326,0.52,63.3,55.0,5.09,5.12,3.23,1689,1,3,4
32327,0.9,58.3,60.0,6.32,6.28,3.67,3931,3,5,7
32328,0.31,62.1,57.0,4.34,4.36,2.7,625,2,2,5
32329,1.05,60.0,60.0,6.46,6.43,4.0,4116,3,6,4
32330,0.5,61.4,61.0,5.03,5.04,3.09,1613,1,2,4
32331,1.51,62.5,57.0,7.27,7.32,4.56,10693,2,2,2
32332,1.2,62.4,57.0,6.8,6.78,4.24,8701,2,3,4
32333,0.7,61.0,56.0,5.75,5.8,3.52,2840,2,2,2
32334,0.3,62.5,58.0,4.27,4.34,2.69,526,3,4,4
32335,0.41,62.3,53.0,4.78,4.75,2.97,1582,3,0,6
32336,0.27,60.9,59.0,4.17,4.21,2.55,620,4,1,6
32337,0.83,61.4,59.0,6.08,6.04,3.72,2840,3,2,3
32338,0.4,62.4,56.0,4.64,4.68,2.91,982,2,3,7
32339,0.72,62.6,55.0,5.7,5.73,3.58,3275,2,1,4
32340,0.25,62.5,59.0,4.02,4.05,2.52,576,3,1,7
32341,0.53,62.3,57.0,5.15,5.18,3.22,1243,2,5,5
32342,0.71,62.6,54.0,5.68,5.73,3.57,2111,2,5,2
32343,0.59,59.9,56.0,5.46,5.49,3.28,1838,4,1,5
32344,0.4,62.2,54.0,4.76,4.72,2.95,1074,2,1,2
32345,0.5,62.4,56.0,5.03,5.07,3.15,1259,2,1,2
32346,0.78,60.9,55.0,6.0,5.93,3.63,3145,3,0,2
32347,0.5,62.7,55.0,5.12,5.08,3.2,1559,2,1,5
32348,0.3,62.0,54.0,4.34,4.3,2.68,848,2,0,4
32349,0.4,61.7,59.0,4.76,4.73,2.93,1050,3,3,7
32350,1.0,61.1,60.0,6.47,6.42,3.94,5174,3,1,2
32351,0.3,62.5,56.0,4.27,4.3,2.68,886,4,2,1
32352,0.73,60.9,55.0,5.83,5.86,3.56,3937,2,0,4
32353,1.5,64.3,58.0,7.04,7.09,4.54,10450,0,2,2
32354,0.41,61.4,56.0,4.77,4.81,2.94,1439,2,2,1
32355,0.31,60.4,59.0,4.37,4.41,2.65,816,4,3,6
32356,1.12,61.3,55.0,6.74,6.7,4.12,4990,2,3,3
32357,0.9,61.8,60.0,6.14,6.2,3.81,4054,4,1,2
32358,1.08,63.1,57.0,6.56,6.5,4.12,6319,4,2,5
32359,0.32,61.0,56.0,4.42,4.43,2.7,912,2,2,6
32360,0.39,61.2,60.0,4.73,4.68,2.88,1009,3,3,5
32361,1.55,61.6,55.0,7.45,7.48,4.6,13912,2,3,5
32362,0.42,63.1,56.0,4.75,4.79,3.01,687,1,3,2
32363,1.01,63.1,57.0,6.36,6.39,4.02,10696,1,1,6
32364,1.01,65.8,55.0,6.29,6.24,4.12,3190,0,6,5
32365,1.02,63.8,55.0,6.37,6.4,4.07,4501,4,3,3
32366,0.46,62.3,56.0,4.94,4.98,3.09,1838,4,2,6
32367,0.55,61.9,55.0,5.25,5.29,3.26,1700,2,2,2
32368,1.78,63.8,57.0,7.73,7.62,4.9,9071,1,3,3
32369,0.33,62.2,54.0,4.44,4.46,2.77,427,2,1,3
32370,1.5,62.8,58.0,7.17,7.23,4.52,9033,4,5,4
32371,0.31,62.7,58.0,4.33,4.31,2.71,663,3,2,2
32372,0.43,61.0,57.0,4.84,4.89,2.97,1056,4,2,4
32373,0.33,61.7,56.0,4.44,4.41,2.73,854,2,4,7
32374,0.3,62.3,56.0,4.32,4.29,2.68,911,2,0,5
32375,0.51,62.6,55.0,5.08,5.11,3.19,1656,2,1,5
32376,0.51,61.4,56.0,5.16,5.17,3.17,2025,2,2,7
32377,0.57,61.6,54.0,5.35,5.37,3.3,1193,2,3,3
32378,0.31,61.7,59.0,4.35,4.31,2.67,732,3,0,2
32379,0.5,63.0,56.0,5.13,5.06,3.21,1317,2,1,2
32380,1.42,61.7,56.0,7.22,7.27,4.47,7942,2,6,5
32381,1.4,62.4,56.0,7.11,7.18,4.46,8075,2,4,2
32382,2.01,63.1,59.0,8.03,7.98,5.05,18741,4,3,2
32383,0.36,63.5,54.0,4.55,4.59,2.9,568,1,4,5
32384,0.71,59.2,59.0,5.8,5.86,3.45,3217,3,0,5
32385,0.72,61.6,59.0,5.71,5.75,3.53,2359,4,5,5
32386,0.32,61.0,57.0,4.42,4.46,2.71,758,2,0,5
32387,0.75,62.4,54.0,5.86,5.84,3.65,3696,2,0,4
32388,0.36,62.8,55.0,4.52,4.55,2.85,793,4,0,4
32389,1.24,62.0,57.0,6.83,6.89,4.25,9478,2,2,5
32390,0.42,61.1,55.0,4.82,4.86,2.96,660,2,0,3
32391,0.41,62.8,58.0,4.69,4.73,2.96,638,4,1,3
32392,0.41,61.9,57.0,4.78,4.82,2.97,863,4,5,6
32393,0.3,62.7,60.0,4.28,4.24,2.67,675,3,1,2
32394,0.55,60.6,56.0,5.3,5.36,3.23,2224,2,0,5
32395,0.5,64.6,58.0,5.0,4.97,3.22,1323,0,0,2
32396,1.0,58.7,62.0,6.6,6.51,3.85,6037,3,2,5
32397,0.91,59.2,60.0,6.3,6.41,3.76,3998,4,4,2
32398,0.91,63.3,57.0,6.08,6.12,3.86,3340,1,3,3
32399,1.22,62.3,57.0,6.81,6.85,4.25,6469,2,5,4
32400,0.26,61.7,59.0,4.14,4.1,2.54,769,3,1,6
32401,1.0,60.2,58.0,6.47,6.42,3.88,3584,3,2,3
32402,0.78,61.2,56.0,5.92,5.99,3.64,2781,2,4,2
32403,1.7,58.6,59.0,7.79,7.75,4.55,8663,3,5,2
32404,0.7,56.9,62.0,5.87,5.9,3.35,2177,4,2,3
32405,1.5,61.5,58.0,7.34,7.36,4.52,14071,3,2,5
32406,1.18,61.7,63.0,6.67,6.72,4.13,5315,1,0,3
32407,0.59,61.3,59.0,5.36,5.4,3.3,1793,2,0,2
32408,1.26,58.6,59.0,7.09,7.04,4.14,5998,3,4,3
32409,0.51,63.6,59.0,5.13,5.06,3.24,1241,1,1,2
32410,0.24,60.1,57.0,4.08,4.1,2.46,378,4,1,4
32411,0.26,61.7,57.0,4.1,4.07,2.52,769,2,1,6
32412,1.0,59.2,60.0,6.53,6.48,3.58,7056,3,2,4
32413,0.54,61.4,55.0,5.22,5.3,3.23,1985,2,3,7
32414,0.5,63.0,58.0,5.07,5.02,3.18,1583,3,1,5
32415,0.3,62.2,56.0,4.25,4.3,2.66,495,2,5,7
32416,1.38,62.1,60.0,7.13,7.08,4.41,6646,3,4,3
32417,0.6,60.0,61.0,5.48,5.52,3.3,1554,4,2,2
32418,0.45,64.3,59.0,4.8,4.75,3.07,1080,0,2,5
32419,0.41,63.2,59.0,4.68,4.72,2.97,755,1,2,2
32420,1.54,60.9,61.0,7.49,7.45,4.55,6194,3,6,4
32421,0.31,60.0,60.0,4.4,4.43,2.65,489,4,4,5
32422,0.31,61.8,56.0,4.37,4.34,2.69,942,2,1,4
32423,0.9,61.2,62.0,6.22,6.07,3.76,4133,3,0,3
32424,0.42,62.8,55.0,4.78,4.8,3.01,1245,2,3,6
32425,0.56,62.0,56.0,5.29,5.26,3.27,1698,2,5,6
32426,2.06,60.2,64.0,8.34,8.14,4.97,15046,1,5,5
32427,1.19,60.0,57.0,6.93,6.89,4.15,5390,4,6,2
32428,0.31,61.1,58.1,4.33,4.37,2.66,605,4,2,5
32429,0.4,62.1,53.0,4.77,4.8,2.97,890,2,0,5
32430,0.47,58.5,60.0,5.09,5.06,2.97,1055,3,3,2
32431,0.7,62.8,57.0,5.61,5.66,3.54,2214,4,4,2
32432,0.7,61.2,62.0,6.65,5.73,3.48,2396,3,1,2
32433,0.41,61.9,54.0,4.77,4.82,2.96,932,4,3,7
32434,1.2,62.9,56.0,6.74,6.8,4.26,6019,4,4,2
32435,0.39,61.1,60.0,4.66,4.7,2.86,1232,3,0,7
32436,0.33,61.2,58.0,4.45,4.5,2.74,666,4,2,5
32437,1.0,62.6,58.0,6.4,6.37,4.0,7244,3,2,4
32438,2.53,62.6,57.0,8.77,8.67,5.46,16934,3,6,3
32439,1.01,62.9,59.0,6.43,6.39,4.03,5543,3,0,2
32440,1.54,63.0,54.0,7.33,7.28,4.6,10694,2,0,2
32441,0.9,61.8,63.0,6.14,6.19,3.81,5480,1,2,7
32442,1.01,62.4,56.0,6.44,6.39,4.0,6794,2,3,4
32443,0.34,62.0,55.0,4.47,4.5,2.78,681,2,3,4
32444,0.4,63.9,57.0,4.62,4.68,2.97,968,4,4,6
32445,0.77,61.8,55.0,5.89,5.93,3.65,2475,2,5,2
32446,2.06,62.4,59.0,8.11,8.07,5.05,14863,3,4,2
32447,1.57,62.7,56.0,7.36,7.4,4.63,10278,2,5,5
32448,0.55,61.4,57.0,5.26,5.29,3.24,2054,2,0,4
32449,0.7,63.0,60.0,5.64,5.6,3.54,2818,3,1,5
32450,0.4,60.4,56.0,4.77,4.8,2.89,641,2,6,4
32451,1.09,61.2,56.0,6.68,6.65,4.08,7238,2,2,5
32452,1.21,61.0,58.0,6.93,6.88,4.21,4933,3,1,3
32453,2.02,59.8,59.9,8.16,8.21,4.9,12598,4,6,2
32454,0.31,61.9,54.0,4.38,4.34,2.7,628,2,5,4
32455,1.02,64.1,58.0,6.25,6.32,4.03,4459,1,0,3
32456,1.02,62.8,56.0,6.39,6.44,4.03,6047,4,0,2
32457,0.23,61.3,61.0,3.94,3.99,2.43,492,4,0,6
32458,0.3,64.6,54.0,4.29,4.25,2.76,536,0,0,3
32459,0.8,61.5,54.0,6.07,6.0,3.71,2890,2,2,2
32460,1.01,60.1,66.0,6.44,6.41,3.86,3597,0,2,3
32461,0.72,63.1,55.0,5.75,5.7,3.61,2333,4,2,2
32462,0.71,62.2,58.0,5.65,5.7,3.53,2423,4,1,3
32463,0.32,63.1,54.0,4.37,4.41,2.77,524,1,1,2
32464,0.33,61.1,59.0,4.43,4.47,2.72,579,4,3,5
32465,0.71,59.2,63.0,5.81,5.85,3.45,2428,4,4,5
32466,1.23,62.5,54.0,6.85,6.82,4.27,9836,2,2,4
32467,0.7,60.2,60.0,5.73,5.7,3.44,2822,3,1,5
32468,0.93,60.9,61.0,6.24,6.2,3.79,3437,3,4,2
32469,1.21,59.8,58.0,6.95,6.9,4.14,6573,3,4,2
32470,1.71,61.1,55.0,7.78,7.73,4.74,10438,2,5,3
32471,1.1,62.8,55.0,6.68,6.57,4.16,4004,3,4,3
32472,1.22,60.6,56.0,6.96,6.95,4.22,5586,2,6,2
32473,0.41,62.7,54.0,4.78,4.79,3.0,1043,2,4,6
32474,0.91,61.5,58.0,6.2,6.23,3.82,3994,4,5,5
32475,0.91,62.0,58.0,6.2,6.15,3.83,5167,3,0,5
32476,1.09,61.4,58.0,6.67,6.63,4.08,5127,3,1,3
32477,1.11,62.1,57.0,6.61,6.63,4.11,7917,2,3,4
32478,1.24,64.0,56.0,6.79,6.83,4.36,5725,4,4,3
32479,0.33,60.3,57.0,4.51,4.54,2.73,723,2,1,5
32480,0.32,61.5,55.0,4.4,4.42,2.71,645,2,2,5
32481,0.43,61.1,57.0,4.88,4.91,2.99,868,2,4,4
32482,0.36,61.3,60.0,4.54,4.59,2.8,789,3,1,5
32483,0.32,61.7,57.0,4.39,4.36,2.7,972,2,0,5
32484,1.39,61.2,54.0,7.23,7.25,4.43,9298,2,4,7
32485,1.0,56.5,63.0,6.65,6.62,3.75,7016,1,2,7
32486,0.31,62.4,56.0,4.38,4.34,2.72,802,2,4,7
32487,0.3,64.1,57.0,4.3,4.25,2.74,506,1,5,2
32488,1.05,60.9,61.0,6.61,6.55,4.01,3951,3,1,3
32489,0.33,62.5,56.0,4.46,4.43,2.78,1002,2,0,5
32490,1.01,63.6,57.0,6.3,6.21,3.98,3620,1,5,5
32491,1.2,62.2,59.0,6.82,6.78,4.23,8602,3,1,5
32492,2.0,63.0,58.0,8.04,7.99,5.05,9296,3,6,4
32493,1.52,62.5,59.0,7.26,7.37,4.57,9973,4,4,2
32494,0.55,61.8,54.0,5.29,5.26,3.26,2030,2,0,5
32495,0.23,60.7,55.0,3.98,4.0,2.42,525,4,2,6
32496,1.02,64.2,53.0,6.3,6.26,4.03,3998,1,5,2
32497,1.55,60.8,60.0,7.54,7.5,4.57,8593,3,4,4
32498,0.41,61.2,57.0,4.76,4.78,2.92,683,2,4,2
32499,1.05,61.1,56.0,6.54,6.59,4.01,7523,2,3,4
32500,0.54,63.0,57.0,5.22,5.18,3.28,1837,2,2,5
32501,0.42,62.9,57.0,4.75,4.79,3.0,1005,4,1,4
32502,1.75,62.5,59.0,7.71,7.63,4.79,11655,3,1,3
32503,0.31,62.1,58.0,4.36,4.33,2.7,593,3,3,2
32504,0.96,60.1,64.0,6.43,6.35,3.84,3548,1,4,3
32505,0.31,61.2,59.0,4.4,4.36,2.68,605,3,3,5
32506,1.01,62.8,57.0,6.3,6.34,3.97,3852,1,3,3
32507,0.9,62.1,57.0,6.16,6.18,3.83,3418,2,6,4
32508,0.52,61.4,57.0,5.18,5.15,3.17,1429,2,1,2
32509,0.32,62.1,56.0,4.39,4.43,2.74,758,2,0,5
32510,0.7,62.9,60.0,5.57,5.49,3.48,2184,3,2,3
32511,0.31,62.0,56.0,4.33,4.35,2.69,462,2,0,3
32512,0.26,62.0,56.0,4.12,4.15,2.56,545,2,3,7
32513,0.37,62.1,56.0,4.6,4.61,2.86,552,2,4,2
32514,0.35,62.1,56.0,4.54,4.57,2.83,706,2,2,5
